Date_Time,Holiday,Temp,Rain_1H,Snow_1H,Clouds_All,Weather_Main,Weather_Description,Traffic_Volume
04-10-2012 00:00,No,284.55,0,0,1,Clear,Sky Is Clear,598
04-10-2012 01:00,No,283.47,0,0,1,Clear,Sky Is Clear,369
04-10-2012 02:00,No,283.17,0,0,1,Clear,Sky Is Clear,312
04-10-2012 03:00,No,282.04,0,0,1,Clear,Sky Is Clear,367
04-10-2012 04:00,No,281.69,0,0,1,Clear,Sky Is Clear,835
04-10-2012 05:00,No,281.32,0,0,1,Clear,Sky Is Clear,2726
04-10-2012 06:00,No,280.74,0,0,1,Clear,Sky Is Clear,5689
04-10-2012 07:00,No,280.57,0,0,1,Clear,Sky Is Clear,6990
04-10-2012 08:00,No,281.86,0,0,1,Clear,Sky Is Clear,5985
04-10-2012 09:00,No,284.98,0,0,1,Clear,Sky Is Clear,5309
04-10-2012 10:00,No,289.18,0,0,1,Clear,Sky Is Clear,4603
04-10-2012 11:00,No,291.55,0,0,1,Clear,Sky Is Clear,4884
04-10-2012 12:00,No,294.97,0,0,1,Clear,Sky Is Clear,5104
04-10-2012 13:00,No,296.38,0,0,1,Clear,Sky Is Clear,5178
04-10-2012 14:00,No,297.32,0,0,1,Clear,Sky Is Clear,5501
04-10-2012 15:00,No,298.17,0,0,1,Clear,Sky Is Clear,5713
04-10-2012 16:00,No,298.06,0,0,20,Clouds,Few Clouds,6292
04-10-2012 17:00,No,297.67,0,0,20,Clouds,Few Clouds,6057
04-10-2012 18:00,No,296.36,0,0,40,Clouds,Scattered Clouds,4907
04-10-2012 19:00,No,293.85,0,0,40,Clouds,Scattered Clouds,3503
04-10-2012 20:00,No,292.43,0,0,40,Clouds,Scattered Clouds,3037
04-10-2012 21:00,No,291.77,0,0,75,Clouds,Broken Clouds,2822
04-10-2012 22:00,No,291.36,0,0,75,Clouds,Broken Clouds,1992
04-10-2012 23:00,No,291.12,0,0,75,Clouds,Broken Clouds,1166
05-10-2012 00:00,No,290.63,0,0,75,Clouds,Broken Clouds,627
05-10-2012 01:00,No,290.46,0,0,40,Clouds,Scattered Clouds,388
05-10-2012 03:00,No,289.26,0,0,0,Clear,Sky Is Clear,368
05-10-2012 05:00,No,283.21,0,0,75,Clouds,Broken Clouds,2489
05-10-2012 06:00,No,282.24,0,0,90,Clouds,Overcast Clouds,5537
05-10-2012 07:00,No,281.69,0,0,90,Clouds,Overcast Clouds,6628
05-10-2012 08:00,No,280.57,0,0,90,Clouds,Overcast Clouds,5534
05-10-2012 09:00,No,280.02,0,0,75,Clouds,Broken Clouds,5403
05-10-2012 10:00,No,280.11,0,0,75,Clouds,Broken Clouds,4770
05-10-2012 11:00,No,280,0,0,90,Clouds,Overcast Clouds,5217
05-10-2012 12:00,No,280.53,0,0,90,Clouds,Overcast Clouds,5870
05-10-2012 13:00,No,281.43,0,0,75,Clouds,Broken Clouds,5967
05-10-2012 14:00,No,281.78,0,0,90,Clouds,Overcast Clouds,6108
05-10-2012 15:00,No,281.91,0,0,90,Clouds,Overcast Clouds,6128
05-10-2012 16:00,No,281.73,0,0,90,Clouds,Overcast Clouds,6069
05-10-2012 17:00,No,281.42,0,0,90,Clouds,Overcast Clouds,6169
05-10-2012 18:00,No,280.87,0,0,90,Clouds,Overcast Clouds,5384
05-10-2012 19:00,No,280.15,0,0,90,Clouds,Overcast Clouds,4063
05-10-2012 20:00,No,279.78,0,0,90,Clouds,Overcast Clouds,3364
05-10-2012 21:00,No,279.65,0,0,75,Clouds,Broken Clouds,2971
05-10-2012 22:00,No,279.22,0,0,40,Clouds,Scattered Clouds,2450
05-10-2012 23:00,No,279.06,0,0,40,Clouds,Scattered Clouds,1832
06-10-2012 00:00,No,278.81,0,0,90,Clouds,Overcast Clouds,1231
06-10-2012 01:00,No,278.55,0,0,90,Clouds,Overcast Clouds,718
06-10-2012 02:00,No,278.59,0,0,90,Clouds,Overcast Clouds,545
06-10-2012 04:00,No,276.99,0,0,75,Clouds,Broken Clouds,411
06-10-2012 05:00,No,276.35,0,0,20,Clouds,Few Clouds,688
06-10-2012 06:00,No,275.4,0,0,1,Clear,Sky Is Clear,1352
06-10-2012 07:00,No,275.17,0,0,1,Clear,Sky Is Clear,2072
06-10-2012 08:00,No,274.99,0,0,1,Clear,Sky Is Clear,3342
06-10-2012 09:00,No,275.09,0,0,40,Clouds,Scattered Clouds,4258
06-10-2012 10:00,No,276.88,0,0,20,Clouds,Few Clouds,4861
06-10-2012 11:00,No,278.04,0,0,20,Clouds,Few Clouds,5191
06-10-2012 12:00,No,279.08,0,0,40,Clouds,Scattered Clouds,5669
06-10-2012 13:00,No,280.12,0,0,75,Clouds,Broken Clouds,5074
06-10-2012 14:00,No,280.25,0,0,75,Clouds,Broken Clouds,5025
06-10-2012 15:00,No,280,0,0,75,Clouds,Broken Clouds,5153
06-10-2012 16:00,No,279.06,0,0,90,Clouds,Overcast Clouds,5024
06-10-2012 17:00,No,278.91,0,0,90,Clouds,Overcast Clouds,4779
06-10-2012 18:00,No,278.39,0,0,90,Clouds,Overcast Clouds,4362
06-10-2012 19:00,No,278.16,0,0,90,Clouds,Overcast Clouds,3860
06-10-2012 20:00,No,278.16,0,0,90,Clouds,Overcast Clouds,3160
06-10-2012 21:00,No,277.93,0,0,90,Clouds,Overcast Clouds,2992
06-10-2012 22:00,No,276.9,0,0,90,Clouds,Overcast Clouds,3202
06-10-2012 23:00,No,276.34,0,0,75,Clouds,Broken Clouds,1941
07-10-2012 00:00,No,276.11,0,0,75,Clouds,Broken Clouds,1233
07-10-2012 03:00,No,275.73,0,0,90,Clouds,Overcast Clouds,323
07-10-2012 04:00,No,275.65,0,0,90,Clouds,Overcast Clouds,312
07-10-2012 05:00,No,275.51,0,0,75,Clouds,Broken Clouds,627
07-10-2012 06:00,No,275.05,0,0,90,Clouds,Overcast Clouds,1508
07-10-2012 07:00,No,274.77,0,0,90,Clouds,Overcast Clouds,1539
07-10-2012 08:00,No,274.77,0,0,75,Clouds,Broken Clouds,2232
07-10-2012 09:00,No,275.55,0,0,75,Clouds,Broken Clouds,4568
07-10-2012 10:00,No,276.24,0,0,75,Clouds,Broken Clouds,4624
07-10-2012 11:00,No,277.01,0,0,90,Clouds,Overcast Clouds,4529
07-10-2012 12:00,No,277.43,0,0,90,Clouds,Overcast Clouds,5139
07-10-2012 13:00,No,278.45,0,0,90,Clouds,Overcast Clouds,6640
07-10-2012 14:00,No,279.27,0,0,90,Clouds,Overcast Clouds,6589
07-10-2012 15:00,No,279.27,0,0,90,Clouds,Overcast Clouds,4429
07-10-2012 16:00,No,279.44,0,0,90,Clouds,Overcast Clouds,4329
07-10-2012 17:00,No,279.32,0,0,90,Clouds,Overcast Clouds,3833
07-10-2012 18:00,No,279.27,0,0,90,Clouds,Overcast Clouds,4015
07-10-2012 19:00,No,278.11,0,0,90,Clouds,Overcast Clouds,3382
07-10-2012 20:00,No,276.79,0,0,75,Clouds,Broken Clouds,2815
07-10-2012 21:00,No,275.73,0,0,90,Clouds,Overcast Clouds,2110
07-10-2012 22:00,No,274.88,0,0,75,Clouds,Broken Clouds,1555
07-10-2012 23:00,No,273.92,0,0,20,Clouds,Few Clouds,959
08-10-2012 00:00,Columbus Day,273.08,0,0,20,Clouds,Few Clouds,455
08-10-2012 01:00,No,272.62,0,0,20,Clouds,Few Clouds,336
08-10-2012 02:00,No,271.78,0,0,1,Clear,Sky Is Clear,265
08-10-2012 03:00,No,271.05,0,0,1,Clear,Sky Is Clear,314
08-10-2012 04:00,No,270.63,0,0,1,Clear,Sky Is Clear,779
08-10-2012 05:00,No,270.33,0,0,1,Clear,Sky Is Clear,2571
08-10-2012 06:00,No,269.61,0,0,20,Clouds,Few Clouds,5563
08-10-2012 07:00,No,270.01,0,0,20,Clouds,Few Clouds,6676
08-10-2012 08:00,No,271.23,0,0,20,Clouds,Few Clouds,5966
08-10-2012 09:00,No,273.71,0,0,20,Clouds,Few Clouds,4832
08-10-2012 10:00,No,276.77,0,0,20,Clouds,Few Clouds,4395
08-10-2012 11:00,No,279.47,0,0,20,Clouds,Few Clouds,4411
08-10-2012 12:00,No,279.84,0,0,1,Clear,Sky Is Clear,4648
08-10-2012 13:00,No,282.34,0,0,40,Clouds,Scattered Clouds,4602
08-10-2012 14:00,No,282.94,0,0,40,Clouds,Scattered Clouds,5125
08-10-2012 15:00,No,283.48,0,0,1,Clear,Sky Is Clear,5502
08-10-2012 16:00,No,284.33,0,0,1,Clear,Sky Is Clear,5979
08-10-2012 17:00,No,284.48,0,0,40,Clouds,Scattered Clouds,5663
08-10-2012 18:00,No,284.23,0,0,40,Clouds,Scattered Clouds,4259
08-10-2012 19:00,No,281.99,0,0,20,Clouds,Few Clouds,3069
08-10-2012 20:00,No,279.81,0,0,1,Clear,Sky Is Clear,2378
08-10-2012 21:00,No,279.35,0,0,1,Clear,Sky Is Clear,2030
08-10-2012 22:00,No,278.9,0,0,1,Clear,Sky Is Clear,1400
08-10-2012 23:00,No,278.46,0,0,1,Clear,Sky Is Clear,917
09-10-2012 00:00,No,277.78,0,0,1,Clear,Sky Is Clear,515
09-10-2012 01:00,No,277.27,0,0,1,Clear,Sky Is Clear,302
09-10-2012 02:00,No,277.47,0,0,1,Clear,Sky Is Clear,251
09-10-2012 04:00,No,276.97,0,0,20,Clouds,Few Clouds,798
09-10-2012 05:00,No,276.52,0,0,40,Clouds,Scattered Clouds,2678
09-10-2012 06:00,No,276.6,0,0,40,Clouds,Scattered Clouds,5733
09-10-2012 07:00,No,277.31,0,0,75,Clouds,Broken Clouds,6449
09-10-2012 08:00,No,278.38,0,0,90,Clouds,Overcast Clouds,5765
09-10-2012 09:00,No,279.35,0,0,90,Clouds,Overcast Clouds,5599
09-10-2012 10:00,No,281.37,0,0,90,Clouds,Overcast Clouds,4534
09-10-2012 11:00,No,283.11,0,0,90,Clouds,Overcast Clouds,4691
09-10-2012 12:00,No,284.08,0,0,75,Clouds,Broken Clouds,5067
09-10-2012 13:00,No,285.14,0,0,75,Clouds,Broken Clouds,5030
09-10-2012 14:00,No,286.35,0,0,90,Clouds,Overcast Clouds,5300
09-10-2012 15:00,No,287.23,0,0,100,Rain,Light Rain,5777
09-10-2012 16:00,No,288.53,0,0,90,Clouds,Overcast Clouds,6349
09-10-2012 17:00,No,290.37,0,0,90,Clouds,Overcast Clouds,6127
09-10-2012 18:00,No,290.13,0,0,90,Clouds,Overcast Clouds,4460
09-10-2012 19:00,No,288.86,0,0,75,Clouds,Broken Clouds,3418
09-10-2012 20:00,No,287.36,0,0,90,Clouds,Overcast Clouds,2775
09-10-2012 21:00,No,285.11,0,0,90,Clouds,Overcast Clouds,2306
09-10-2012 22:00,No,283.46,0,0,90,Clouds,Overcast Clouds,1846
09-10-2012 23:00,No,282.45,0,0,90,Clouds,Overcast Clouds,947
10-10-2012 00:00,No,281.88,0,0,90,Clouds,Overcast Clouds,494
10-10-2012 01:00,No,281.78,0,0,90,Clouds,Overcast Clouds,332
10-10-2012 02:00,No,281.09,0,0,75,Clouds,Broken Clouds,261
10-10-2012 03:00,No,281.17,0,0,90,Clouds,Overcast Clouds,361
10-10-2012 06:00,No,281.25,0,0,92,Clear,Sky Is Clear,5875
10-10-2012 07:00,No,281.25,0,0,99,Rain,Light Rain,6793
10-10-2012 07:00,No,281.25,0,0,99,Drizzle,Light Intensity Drizzle,6793
10-10-2012 08:00,No,280.1,0,0,99,Rain,Light Rain,6283
10-10-2012 08:00,No,280.1,0,0,99,Drizzle,Light Intensity Drizzle,6283
10-10-2012 09:00,No,279.61,0,0,99,Rain,Light Rain,5680
10-10-2012 09:00,No,279.61,0,0,99,Drizzle,Light Intensity Drizzle,5680
10-10-2012 10:00,No,279.67,0,0,99,Clear,Sky Is Clear,4632
10-10-2012 11:00,No,280.19,0,0,1,Clear,Sky Is Clear,4887
10-10-2012 12:00,No,282.09,0,0,75,Clouds,Broken Clouds,5030
10-10-2012 13:00,No,282.26,0,0,75,Clouds,Broken Clouds,5067
10-10-2012 14:00,No,282.05,0,0,90,Clouds,Overcast Clouds,5227
10-10-2012 15:00,No,281.59,0,0,90,Clouds,Overcast Clouds,5610
10-10-2012 16:00,No,281.23,0,0,81,Clear,Sky Is Clear,6286
10-10-2012 18:00,No,282.6,0,0,81,Clear,Sky Is Clear,4775
10-10-2012 19:00,No,282.6,0,0,81,Clear,Sky Is Clear,3340
10-10-2012 20:00,No,282.6,0,0,81,Clear,Sky Is Clear,3013
10-10-2012 21:00,No,282.6,0,0,81,Clear,Sky Is Clear,2603
10-10-2012 22:00,No,282.6,0,0,81,Clear,Sky Is Clear,1910
10-10-2012 23:00,No,282.6,0,0,81,Clear,Sky Is Clear,1037
11-10-2012 01:00,No,273.9,0,0,1,Clear,Sky Is Clear,347
11-10-2012 03:00,No,274.4,0,0,75,Clouds,Broken Clouds,350
11-10-2012 04:00,No,274.05,0,0,75,Clouds,Broken Clouds,850
11-10-2012 05:00,No,273.71,0,0,40,Clouds,Scattered Clouds,2791
11-10-2012 06:00,No,272.66,0,0,1,Clear,Sky Is Clear,5809
11-10-2012 07:00,No,272.65,0,0,1,Clear,Sky Is Clear,6798
11-10-2012 08:00,No,272.52,0,0,1,Clear,Sky Is Clear,6304
11-10-2012 09:00,No,275.19,0,0,20,Clouds,Few Clouds,5291
11-10-2012 10:00,No,275.34,0,0,1,Clear,Sky Is Clear,4638
11-10-2012 14:00,No,284.1,0,0,50,Clear,Sky Is Clear,5557
11-10-2012 15:00,No,284.1,0,0,50,Clear,Sky Is Clear,5818
11-10-2012 16:00,No,283.78,0,0,75,Clouds,Broken Clouds,6272
11-10-2012 17:00,No,283.52,0,0,75,Clouds,Broken Clouds,5944
11-10-2012 18:00,No,283.32,0,0,90,Clouds,Overcast Clouds,4949
11-10-2012 19:00,No,282.06,0,0,90,Clouds,Overcast Clouds,3511
11-10-2012 20:00,No,281.95,0,0,90,Clouds,Overcast Clouds,3039
11-10-2012 21:00,No,281.81,0,0,90,Clouds,Overcast Clouds,2679
11-10-2012 22:00,No,282.16,0,0,90,Clouds,Overcast Clouds,2094
11-10-2012 23:00,No,282.53,0,0,90,Clouds,Overcast Clouds,1284
12-10-2012 00:00,No,283.91,0,0,90,Clouds,Overcast Clouds,630
12-10-2012 01:00,No,284.64,0,0,90,Clouds,Overcast Clouds,410
12-10-2012 02:00,No,284.61,0,0,90,Clouds,Overcast Clouds,331
12-10-2012 03:00,No,283.18,0,0,72,Drizzle,Light Intensity Drizzle,372
12-10-2012 04:00,No,282.26,0,0,72,Rain,Light Rain,739
12-10-2012 05:00,No,280.77,0,0,72,Drizzle,Light Intensity Drizzle,2561
12-10-2012 06:00,No,278.53,0,0,75,Clouds,Broken Clouds,5586
12-10-2012 07:00,No,277.64,0,0,75,Clouds,Broken Clouds,6992
12-10-2012 08:00,No,277.9,0,0,90,Clouds,Overcast Clouds,5860
12-10-2012 09:00,No,278.18,0,0,90,Clouds,Overcast Clouds,5230
12-10-2012 10:00,No,279.29,0,0,75,Clouds,Broken Clouds,4864
12-10-2012 11:00,No,280.45,0,0,75,Clouds,Broken Clouds,5146
12-10-2012 12:00,No,280.95,0,0,40,Clouds,Scattered Clouds,5526
12-10-2012 13:00,No,281.74,0,0,40,Clouds,Scattered Clouds,5383
12-10-2012 14:00,No,281.84,0,0,75,Clouds,Broken Clouds,5758
12-10-2012 15:00,No,282.45,0,0,75,Clouds,Broken Clouds,5889
12-10-2012 16:00,No,282.2,0,0,75,Clouds,Broken Clouds,6057
12-10-2012 17:00,No,281.54,0,0,40,Clouds,Scattered Clouds,6028
12-10-2012 18:00,No,280.21,0,0,20,Clouds,Few Clouds,5257
12-10-2012 23:00,No,282.2,0,0,56,Clear,Sky Is Clear,1897
13-10-2012 00:00,No,272.58,0,0,1,Clear,Sky Is Clear,1335
13-10-2012 01:00,No,272.06,0,0,1,Clear,Sky Is Clear,769
13-10-2012 02:00,No,270.99,0,0,1,Clear,Sky Is Clear,570
13-10-2012 03:00,No,270.29,0,0,20,Clouds,Few Clouds,413
13-10-2012 04:00,No,269.48,0,0,1,Clear,Sky Is Clear,399
13-10-2012 05:00,No,269.27,0,0,1,Clear,Sky Is Clear,740
13-10-2012 06:00,No,268.91,0,0,1,Clear,Sky Is Clear,1420
13-10-2012 07:00,No,268.98,0,0,75,Clouds,Broken Clouds,2220
13-10-2012 08:00,No,269.23,0,0,40,Clouds,Scattered Clouds,3479
13-10-2012 09:00,No,272.61,0,0,40,Clouds,Scattered Clouds,4546
13-10-2012 10:00,No,276.78,0,0,20,Clouds,Few Clouds,4579
13-10-2012 11:00,No,279.22,0,0,1,Clear,Sky Is Clear,4438
13-10-2012 12:00,No,280.35,0,0,1,Clear,Sky Is Clear,4623
13-10-2012 13:00,No,281.81,0,0,1,Clear,Sky Is Clear,4440
13-10-2012 14:00,No,283.05,0,0,1,Clear,Sky Is Clear,4495
13-10-2012 15:00,No,283.96,0,0,1,Clear,Sky Is Clear,4483
13-10-2012 16:00,No,284.53,0,0,1,Clear,Sky Is Clear,4591
13-10-2012 17:00,No,284.44,0,0,1,Clear,Sky Is Clear,4477
13-10-2012 18:00,No,283.64,0,0,1,Clear,Sky Is Clear,4221
13-10-2012 19:00,No,281.85,0,0,20,Clouds,Few Clouds,3672
13-10-2012 20:00,No,281.38,0,0,1,Clear,Sky Is Clear,3015
13-10-2012 21:00,No,281.84,0,0,75,Clouds,Broken Clouds,2769
13-10-2012 22:00,No,282.23,0,0,90,Clouds,Overcast Clouds,2875
13-10-2012 23:00,No,282.18,0,0,90,Clouds,Overcast Clouds,1931
14-10-2012 00:00,No,282.49,0,0,90,Clouds,Overcast Clouds,1309
14-10-2012 01:00,No,282.54,0,0,90,Clouds,Overcast Clouds,870
14-10-2012 02:00,No,282.58,0,0,90,Clouds,Overcast Clouds,654
14-10-2012 03:00,No,282.23,0,0,90,Clouds,Overcast Clouds,364
14-10-2012 04:00,No,282.08,0,0,90,Clouds,Overcast Clouds,262
14-10-2012 05:00,No,282.23,0,0,90,Clouds,Overcast Clouds,505
14-10-2012 06:00,No,282.24,0,0,90,Clouds,Overcast Clouds,861
14-10-2012 07:00,No,282.24,0,0,90,Clouds,Overcast Clouds,1132
14-10-2012 08:00,No,282.24,0,0,57,Mist,Mist,1797
14-10-2012 09:00,No,282.43,0,0,57,Drizzle,Light Intensity Drizzle,2685
14-10-2012 09:00,No,282.43,0,0,57,Mist,Mist,2685
14-10-2012 09:00,No,282.43,0,0,57,Haze,Haze,2685
14-10-2012 10:00,No,282.33,0,0,57,Drizzle,Light Intensity Drizzle,3370
14-10-2012 10:00,No,282.33,0,0,57,Mist,Mist,3370
14-10-2012 11:00,No,282.82,0,0,57,Drizzle,Light Intensity Drizzle,3662
14-10-2012 11:00,No,282.82,0,0,57,Mist,Mist,3662
14-10-2012 12:00,No,283.33,0,0,57,Mist,Mist,4076
14-10-2012 12:00,No,283.33,0,0,57,Rain,Light Rain,4076
14-10-2012 12:00,No,283.33,0,0,57,Drizzle,Light Intensity Drizzle,4076
14-10-2012 13:00,No,283.75,0,0,93,Rain,Light Rain,4128
14-10-2012 13:00,No,283.75,0,0,93,Mist,Mist,4128
14-10-2012 13:00,No,283.75,0,0,93,Drizzle,Light Intensity Drizzle,4128
14-10-2012 14:00,No,284.09,0,0,93,Mist,Mist,4358
14-10-2012 14:00,No,284.09,0,0,93,Rain,Light Rain,4358
14-10-2012 14:00,No,284.09,0,0,93,Drizzle,Light Intensity Drizzle,4358
14-10-2012 15:00,No,284.55,0,0,93,Mist,Mist,4342
14-10-2012 15:00,No,284.55,0,0,93,Rain,Light Rain,4342
14-10-2012 16:00,No,284.68,0,0,93,Mist,Mist,4234
14-10-2012 17:00,No,284.64,0,0,93,Rain,Light Rain,4271
14-10-2012 17:00,No,284.64,0,0,93,Mist,Mist,4271
14-10-2012 18:00,No,284.4,0,0,93,Mist,Mist,4080
14-10-2012 19:00,No,284.17,0,0,93,Mist,Mist,3453
14-10-2012 20:00,No,284.03,0,0,93,Mist,Mist,2718
14-10-2012 21:00,No,283.58,0,0,93,Mist,Mist,2439
14-10-2012 22:00,No,283.04,0,0,93,Mist,Mist,1819
14-10-2012 23:00,No,281.95,0,0,93,Mist,Mist,1002
14-10-2012 23:00,No,281.95,0,0,93,Fog,Fog,1002
15-10-2012 00:00,No,281.61,0,0,93,Mist,Mist,542
15-10-2012 00:00,No,281.61,0,0,93,Fog,Fog,542
15-10-2012 01:00,No,281.57,0,0,85,Fog,Fog,303
15-10-2012 02:00,No,281.42,0,0,85,Fog,Fog,239
15-10-2012 03:00,No,281.29,0,0,85,Mist,Mist,335
15-10-2012 03:00,No,281.29,0,0,85,Fog,Fog,335
15-10-2012 04:00,No,281.02,0,0,85,Mist,Mist,810
15-10-2012 04:00,No,281.02,0,0,85,Fog,Fog,810
15-10-2012 05:00,No,280.82,0,0,85,Mist,Mist,2606
15-10-2012 05:00,No,280.82,0,0,85,Fog,Fog,2606
15-10-2012 06:00,No,280.39,0,0,85,Mist,Mist,5714
15-10-2012 07:00,No,280.19,0,0,100,Mist,Mist,6798
15-10-2012 08:00,No,279.82,0,0,100,Mist,Mist,6114
15-10-2012 09:00,No,279.75,0,0,100,Mist,Mist,5094
15-10-2012 10:00,No,280.07,0,0,100,Mist,Mist,4473
15-10-2012 11:00,No,280.32,0,0,90,Clouds,Overcast Clouds,4529
15-10-2012 12:00,No,281.72,0,0,100,Clear,Sky Is Clear,4823
15-10-2012 13:00,No,284.01,0,0,40,Clouds,Scattered Clouds,4872
15-10-2012 14:00,No,285.88,0,0,1,Clear,Sky Is Clear,5238
15-10-2012 15:00,No,286.87,0,0,1,Clear,Sky Is Clear,5584
15-10-2012 16:00,No,287.6,0,0,20,Clouds,Few Clouds,6246
15-10-2012 17:00,No,287.27,0,0,20,Clouds,Few Clouds,5957
15-10-2012 18:00,No,286.18,0,0,20,Clouds,Few Clouds,4535
15-10-2012 19:00,No,285.2,0,0,75,Clouds,Broken Clouds,3234
15-10-2012 20:00,No,284.68,0,0,75,Clouds,Broken Clouds,2677
15-10-2012 21:00,No,284.49,0,0,90,Clouds,Overcast Clouds,2077
15-10-2012 22:00,No,283.54,0,0,20,Clouds,Few Clouds,1380
15-10-2012 23:00,No,282.33,0,0,75,Clouds,Broken Clouds,927
16-10-2012 00:00,No,281.21,0,0,20,Clouds,Few Clouds,500
16-10-2012 01:00,No,279.87,0,0,1,Clear,Sky Is Clear,324
16-10-2012 02:00,No,278.93,0,0,1,Clear,Sky Is Clear,257
16-10-2012 03:00,No,277.91,0,0,1,Clear,Sky Is Clear,354
16-10-2012 04:00,No,277.21,0,0,1,Clear,Sky Is Clear,769
16-10-2012 05:00,No,276.61,0,0,1,Clear,Sky Is Clear,2769
16-10-2012 06:00,No,276.11,0,0,1,Clear,Sky Is Clear,5789
16-10-2012 07:00,No,274.81,0,0,20,Clouds,Few Clouds,7055
16-10-2012 08:00,No,274.99,0,0,20,Clouds,Few Clouds,6408
16-10-2012 09:00,No,277.91,0,0,20,Clouds,Few Clouds,5254
16-10-2012 10:00,No,280.71,0,0,20,Clouds,Few Clouds,4547
16-10-2012 11:00,No,283.85,0,0,20,Clouds,Few Clouds,4784
16-10-2012 12:00,No,286.01,0,0,40,Clouds,Scattered Clouds,5015
16-10-2012 13:00,No,286.31,0,0,1,Clear,Sky Is Clear,5057
16-10-2012 14:00,No,288.15,0,0,75,Clouds,Broken Clouds,5430
16-10-2012 15:00,No,289.15,0,0,75,Clouds,Broken Clouds,5813
16-10-2012 16:00,No,288.99,0,0,75,Clouds,Broken Clouds,6496
16-10-2012 17:00,No,288.86,0,0,75,Clouds,Broken Clouds,6429
16-10-2012 18:00,No,288.16,0,0,90,Clouds,Overcast Clouds,5142
16-10-2012 19:00,No,287.28,0,0,68,Rain,Light Rain,3311
16-10-2012 20:00,No,287.04,0,0,90,Clouds,Overcast Clouds,2777
16-10-2012 21:00,No,286.9,0,0,90,Clouds,Overcast Clouds,2331
16-10-2012 22:00,No,287.09,0,0,90,Clouds,Overcast Clouds,1767
16-10-2012 23:00,No,287.09,0,0,90,Clouds,Overcast Clouds,1093
17-10-2012 00:00,No,286.89,0,0,75,Clouds,Broken Clouds,554
17-10-2012 01:00,No,286.93,0,0,75,Clouds,Broken Clouds,333
17-10-2012 02:00,No,286.93,0,0,90,Clouds,Overcast Clouds,267
17-10-2012 03:00,No,287.07,0,0,90,Clouds,Overcast Clouds,358
17-10-2012 04:00,No,286.56,0,0,75,Clouds,Broken Clouds,777
17-10-2012 05:00,No,285.91,0,0,90,Clouds,Overcast Clouds,2732
17-10-2012 06:00,No,285.29,0,0,90,Clouds,Overcast Clouds,5637
17-10-2012 07:00,No,284.92,0,0,75,Clouds,Broken Clouds,5564
17-10-2012 08:00,No,285.35,0,0,75,Clouds,Broken Clouds,6274
17-10-2012 09:00,No,285.72,0,0,100,Rain,Proximity Shower Rain,5403
